timestamp,step,task,extrinsic,intrinsic_icm,intrinsic_count,total_reward
1770332717.3109002,454,snake,-0.1,0.0,0.1,-0.05
1770332717.506784,455,snake,-0.1,-8.491931430130977e-08,0.1,-0.050000084919314305
1770332717.7112937,456,snake,-0.1,3.8052982230604314e-08,0.1,-0.04999996194701777
1770332717.9128425,457,snake,-0.1,-3.183019560430419e-05,0.1,-0.05003183019560431
1770332718.092332,458,snake,-0.1,-3.196213253353086e-05,0.1,-0.05003196213253353
1770332718.2712257,459,snake,-10.0,-4.8714065230378926e-06,0.1,-9.950004871406524
1770332718.5738583,461,snake,-0.1,-3.532787017761329e-05,0.1,-0.050035327870177615
1770332718.7512448,462,snake,-0.1,-3.344971114671678e-05,0.1,-0.05003344971114672
1770332718.9286113,463,snake,-0.1,2.9787807249051778e-05,0.1,-0.049970212192750954
1770332719.0074222,464,snake,-0.1,2.8380843972431657e-05,0.1,-0.04997161915602757
1770332719.0869324,465,snake,-0.1,2.5718838530998367e-05,0.1,-0.04997428116146901
1770332719.1656256,466,snake,-0.1,2.5553571280359113e-05,0.1,-0.04997444642871964
1770332719.247534,467,snake,-0.1,2.1165773381598574e-05,0.1,-0.049978834226618404
1770332719.3253965,468,snake,-0.1,1.907986247049002e-05,0.1,-0.049980920137529514
1770332719.4031644,469,snake,-0.1,-0.00012905743874508,0.1,-0.05012905743874508
1770332719.484034,470,snake,10.0,-5.581786584629377e-05,0.1,10.049944182134153
1770332719.562569,471,snake,-10.0,-5.241586231757102e-05,0.1,-9.950052415862318
1770332719.7070994,474,snake,-0.1,-4.939313345395669e-05,0.1,-0.05004939313345396
1770332719.7851977,475,snake,-0.1,1.0642378115982176e-05,0.1,-0.04998935762188402
1770332719.8615987,476,snake,-0.1,1.0035282437738485e-05,0.1,-0.049989964717562264
1770332719.9379485,477,snake,-0.1,9.696899279811292e-06,0.1,-0.04999030310072019
1770332720.015232,478,snake,-0.1,1.1717649739179268e-05,0.1,-0.04998828235026082
1770332720.0932956,479,snake,-0.1,1.1777084831611294e-05,0.1,-0.04998822291516839
1770332720.1759307,480,snake,-0.1,-0.000149045672850568,0.1,-0.05014904567285057
1770332720.2533538,481,snake,10.0,-0.00014633408721890023,0.1,10.049853665912782
1770332720.330088,482,snake,-0.1,6.760539817206893e-05,0.1,-0.04993239460182793
1770332720.5109613,483,snake,-0.1,6.653860009742659e-05,0.1,-0.049933461399902575
1770332720.68902,484,snake,-0.1,6.624138252627146e-05,0.1,-0.049933758617473734
1770332720.8664844,485,snake,10.0,7.230657789892105e-05,0.1,10.0500723065779
1770332721.04396,486,snake,-0.1,6.91348183129559e-05,0.1,-0.049930865181687045
1770332721.2226193,487,snake,-0.1,5.9128511213662094e-05,0.1,-0.04994087148878634
1770332721.4098263,488,snake,-10.0,-5.564547516488347e-05,0.1,-9.950055645475166
1770332721.7164032,490,snake,-0.1,2.1114979941526997e-05,0.1,-0.049978885020058476
1770332721.883421,491,snake,-0.1,1.8645568759641762e-05,0.1,-0.04998135443124036
1770332722.0593886,492,snake,-0.1,1.3604881921198358e-05,0.1,-0.04998639511807881
1770332722.2412817,493,snake,-0.1,1.4090186015303882e-05,0.1,-0.0499859098139847
1770332722.4225051,494,snake,-10.0,-0.00021025860099197372,0.1,-9.950210258600992
1770332722.729745,496,snake,-0.1,-9.880704273669152e-05,0.1,-0.05009880704273669
1770332722.9073122,497,snake,-0.1,-9.522682057931355e-05,0.1,-0.05009522682057932
1770332723.0914574,498,snake,-0.1,2.9286983486015748e-05,0.1,-0.049970713016513985
1770332723.2705522,499,snake,-0.1,-6.265149054728785e-06,0.1,-0.050006265149054735
1770332723.4363124,500,snake,-0.1,-9.449121245726364e-06,0.1,-0.050009449121245726
1770332723.6176975,501,snake,10.0,-1.0118562661153904e-05,0.1,10.04998988143734
1770332723.7952716,502,snake,-0.1,-0.00022850002021698179,0.1,-0.05022850002021698
1770332723.9709094,503,snake,-0.1,-3.810357466014225e-05,0.1,-0.050038103574660146
1770332724.1501358,504,snake,10.0,-2.8805579810301045e-05,0.1,10.04997119442019
1770332724.330503,505,snake,-0.1,-0.0001151697120087293,0.1,-0.05011516971200873
1770332724.5127704,506,snake,-0.1,-0.00011225008410108678,0.1,-0.05011225008410109
1770332724.687791,507,snake,-0.1,-0.00014249533920677893,0.1,-0.05014249533920678
1770332724.8586154,508,snake,-0.1,-5.3276262812745616e-05,0.1,-0.05005327626281275
1770332725.035095,509,snake,-0.1,-4.731908422887669e-05,0.1,-0.05004731908422888
1770332725.2125976,510,snake,-10.0,-0.00022687028341531026,0.1,-9.950226870283416
1770332725.513094,512,snake,-0.1,-0.00013331310308502644,0.1,-0.05013331310308503
1770332725.6903386,513,snake,-0.1,-0.0001409389645216463,0.1,-0.050140938964521646
1770332725.8727438,514,snake,-0.1,-0.0001436777024317351,0.1,-0.050143677702431735
1770332726.0854425,515,snake,-0.1,-4.994587518884431e-05,0.1,-0.05004994587518885
1770332726.3167658,516,snake,-0.1,-0.00025297626103468223,0.1,-0.050252976261034685
1770332726.5039995,517,snake,-0.1,-0.0002481838984067175,0.1,-0.05024818389840672
1770332726.693305,518,snake,-0.1,-0.00024476728243365547,0.1,-0.050244767282433656
1770332726.9116268,519,snake,-0.1,-3.466293639289187e-05,0.1,-0.050034662936392894
1770332727.091526,520,snake,-0.1,-4.015682701569668e-05,0.1,-0.0500401568270157
1770332727.2748141,521,snake,-0.1,-0.0001509774969678031,0.1,-0.05015097749696781
1770332727.4558911,522,snake,-0.1,-0.00014123430164993803,0.1,-0.05014123430164994
1770332727.6435938,523,snake,-0.1,-0.00014192555480226556,0.1,-0.05014192555480227
1770332727.822364,524,snake,-0.1,-0.00015859306572543964,0.1,-0.05015859306572544
1770332727.9907844,525,snake,-0.1,-6.673367187768391e-05,0.1,-0.05006673367187769
1770332728.1902637,526,snake,-0.1,-6.630975393329484e-05,0.1,-0.0500663097539333
1770332728.3952773,527,snake,10.0,-7.676491003411099e-05,0.1,10.049923235089967
1770332728.570866,528,snake,-10.0,-0.00017554631021340485,0.1,-9.950175546310213
1770332728.8727064,530,snake,-0.1,-0.00025219696790034185,0.1,-0.05025219696790034
1770332729.0495145,531,snake,-0.1,-0.0002542213421309122,0.1,-0.050254221342130916
1770332729.2303827,532,snake,-0.1,-0.00025079715387109434,0.1,-0.050250797153871096
1770332729.4107609,533,snake,-0.1,-0.0002638280978590204,0.1,-0.05026382809785902
1770332729.576981,534,snake,-10.0,-8.459055955024367e-05,0.1,-9.95008459055955
1770332729.8770604,536,snake,-0.1,-0.00025591966528049233,0.1,-0.050255919665280493
1770332730.0537739,537,snake,-0.1,-0.00025522046457632014,0.1,-0.050255220464576325
1770332730.23077,538,snake,10.0,-0.00023777480759540318,0.1,10.049762225192405
1770332730.412597,539,snake,-0.1,-8.278977532924862e-05,0.1,-0.050082789775329255
1770332730.5964987,540,snake,-0.1,-0.00024651441454129813,0.1,-0.0502465144145413
1770332730.7861855,541,snake,-0.1,-0.0002483723572899564,0.1,-0.05024837235728996
1770332730.9656513,542,snake,-10.0,-0.00010247318255984458,0.1,-9.95010247318256
1770332731.2737415,544,snake,-0.1,-0.00026422024649426723,0.1,-0.05026422024649427
1770332731.4566157,545,snake,-0.1,-0.00026164834577433756,0.1,-0.05026164834577434
1770332731.6714873,546,snake,-0.1,-0.00010300257206191864,0.1,-0.05010300257206192
1770332731.9094014,547,snake,-0.1,-0.00011059399973367282,0.1,-0.05011059399973367
1770332760.5137563,549,maze,0.0,-2.467596038298547e-05,0.1,0.04997532403961702
1770332760.725057,550,maze,0.0,-1.866047477957716e-05,0.1,0.04998133952522042
1770332760.9378266,551,maze,0.0,-1.982771182991638e-05,0.1,0.04998017228817009
